client_id,order_id,order_date,delivery_date,carrier,origin_city,destination_city,status,sku,product_category,quantity,unit_price_usd,order_value_usd,is_promo,promo_discount_pct,region,warehouse
CL-1003,ORD-2026-456181-0284,2025-07-13,2025-07-16,FedEx,"Amsterdam, NL","Paris, FR",delivered,STICKER-0063,STICKER,18,2.83,50.94,1,10,EU,AMS-FC1
CL-1005,ORD-2026-616202-0285,2025-01-03,,DHL,"London, UK","Edinburgh, UK",in_transit,PENCIL-0003,PENCIL,3,4.15,12.45,0,0,UK,LON-FC1
CL-1014,ORD-2026-920822-0286,2025-08-01,2025-08-04,FedEx,"London, UK","Edinburgh, UK",delivered,BOOK-0196,BOOK,2,21.36,42.72,0,0,UK,LON-FC1
CL-1001,ORD-2026-717909-0287,2025-07-30,2025-08-04,Royal Mail,"Amsterdam, NL","Frankfurt, DE",delivered,BOOK-0016,BOOK,1,16.95,16.95,0,0,EU,AMS-FC1
CL-1004,ORD-2026-415049-0288,2025-11-13,2025-11-22,USPS,"Atlanta, GA","Charlotte, NC",delayed,PENCIL-0084,PENCIL,2,8.19,16.38,0,0,US-E,ATL-DC1
CL-1005,ORD-2026-163740-0289,2025-03-05,2025-03-07,FedEx,"Los Angeles, CA","Las Vegas, NV",delivered,STICKER-0042,STICKER,3,5.1,15.3,0,0,US-W,LAX-DC1
CL-1003,ORD-2026-490051-0290,2025-07-22,2025-07-25,DHL,"Berlin, DE","Zurich, CH",delivered,STICKER-0032,STICKER,4,7.49,29.96,0,0,EU,BER-FC1
CL-1018,ORD-2026-743160-0291,2025-01-24,2025-01-27,USPS,"Atlanta, GA","Richmond, VA",delayed,STICKER-0087,STICKER,4,7.2,28.8,0,0,US-E,ATL-DC1
CL-1001,ORD-2026-159257-0292,2025-11-13,2025-11-17,USPS,"Berlin, DE","Zurich, CH",delivered,BOOK-0072,BOOK,10,16.57,165.7,0,0,EU,BER-FC1
CL-1007,ORD-2026-765139-0293,2025-08-13,2025-08-17,UPS,"London, UK","Manchester, UK",delivered,PAPER-0219,PAPER,7,6.71,46.97,0,0,UK,LON-FC1
CL-1026,ORD-2026-199658-0294,2025-06-19,2025-06-23,LaserShip,"Chicago, IL","Indianapolis, IN",delivered,CRAYON-0199,CRAYON,2,5.94,11.88,0,0,US-C,CHI-DC1
CL-1005,ORD-2026-826044-0295,2025-04-17,2025-04-21,LaserShip,"Atlanta, GA","Charlotte, NC",delivered,PENCIL-0135,PENCIL,3,7.35,22.05,0,0,US-E,ATL-DC1
CL-1003,ORD-2026-814569-0296,2025-07-22,2025-07-26,DHL,"London, UK","Birmingham, UK",delivered,BRUSH-0162,BRUSH,5,10.31,51.55,0,0,UK,LON-FC1
CL-1004,ORD-2026-651969-0297,2025-06-27,2025-07-06,OnTrac,"Dallas, TX","Oklahoma City, OK",delayed,PENCIL-0213,PENCIL,1,6.5,6.5,0,0,US-C,DFW-DC1
CL-1016,ORD-2026-800885-0298,2025-11-21,2025-11-22,FedEx,"Newark, NJ","Philadelphia, PA",delivered,CRAYON-0067,CRAYON,1,10.02,10.02,0,0,US-E,EWR-DC1
CL-1026,ORD-2026-694619-0299,2025-08-15,2025-08-18,UPS,"Amsterdam, NL","Paris, FR",delivered,MARKER-0028,MARKER,2,14.68,29.36,0,0,EU,AMS-FC1
CL-1007,ORD-2026-320605-0300,2025-01-04,2025-01-05,DHL,"Atlanta, GA","Charlotte, NC",delivered,CRAYON-0105,CRAYON,1,4.39,4.39,0,0,US-E,ATL-DC1
CL-1012,ORD-2026-195436-0301,2025-01-10,2025-01-14,USPS,"Los Angeles, CA","San Jose, CA",delivered,MARKER-0077,MARKER,1,13.92,13.92,0,0,US-W,LAX-DC1
CL-1016,ORD-2026-778255-0302,2025-09-09,2025-09-12,UPS,"Chicago, IL","Indianapolis, IN",delivered,CRAYON-0068,CRAYON,2,11.9,23.8,0,0,US-C,CHI-DC1
CL-1004,ORD-2026-109072-0303,2025-07-06,2025-07-11,USPS,"Los Angeles, CA","Phoenix, AZ",delayed,PAINT-0195,PAINT,1,28.93,28.93,0,0,US-W,LAX-DC1
CL-1003,ORD-2026-186356-0304,2025-03-30,2025-04-04,DHL,"Dallas, TX","Austin, TX",delivered,PAINT-0092,PAINT,1,22.67,22.67,0,0,US-C,DFW-DC1
CL-1018,ORD-2026-158671-0305,2025-11-27,2025-12-03,LaserShip,"London, UK","Leeds, UK",delayed,BOOK-0199,BOOK,2,21.22,42.44,1,5,UK,LON-FC1
CL-1021,ORD-2026-677558-0306,2025-01-08,2025-01-16,OnTrac,"Berlin, DE","Warsaw, PL",delayed,BRUSH-0153,BRUSH,5,7.86,39.3,0,0,EU,BER-FC1
CL-1008,ORD-2026-928148-0307,2025-05-22,,Royal Mail,"Chicago, IL","Detroit, MI",in_transit,MARKER-0200,MARKER,9,10.79,97.11,0,0,US-C,CHI-DC1
CL-1008,ORD-2026-539599-0308,2025-08-13,2025-08-18,DHL,"Amsterdam, NL","Frankfurt, DE",delivered,PENCIL-0213,PENCIL,5,6.29,31.45,0,0,EU,AMS-FC1
CL-1013,ORD-2026-654513-0309,2025-10-16,2025-10-20,FedEx,"Newark, NJ","Washington, DC",delivered,MARKER-0047,MARKER,10,19.02,190.2,0,0,US-E,EWR-DC1
CL-1025,ORD-2026-381066-0310,2025-07-11,2025-07-13,LaserShip,"Atlanta, GA","Tampa, FL",delivered,PAINT-0058,PAINT,1,12.78,12.78,0,0,US-E,ATL-DC1
CL-1004,ORD-2026-892825-0311,2025-01-03,2025-01-05,FedEx,"Newark, NJ","Washington, DC",delivered,CRAYON-0050,CRAYON,3,9.81,29.43,1,14,US-E,EWR-DC1
CL-1013,ORD-2026-160101-0312,2025-03-01,2025-03-03,FedEx,"Dallas, TX","Oklahoma City, OK",delivered,BRUSH-0121,BRUSH,8,14.2,113.6,0,0,US-C,DFW-DC1
CL-1027,ORD-2026-235869-0313,2025-03-12,2025-03-15,OnTrac,"London, UK","Birmingham, UK",delivered,PAINT-0120,PAINT,1,27.77,27.77,0,0,UK,LON-FC1
CL-1004,ORD-2026-512563-0314,2025-06-27,2025-07-01,USPS,"Los Angeles, CA","San Diego, CA",delivered,MARKER-0021,MARKER,1,20.91,20.91,0,0,US-W,LAX-DC1
CL-1002,ORD-2026-164077-0315,2025-02-09,2025-02-12,Royal Mail,"London, UK","Leeds, UK",delivered,BRUSH-0076,BRUSH,7,13.39,93.73,0,0,UK,LON-FC1
CL-1009,ORD-2026-216047-0316,2025-01-20,2025-01-23,OnTrac,"Los Angeles, CA","Las Vegas, NV",delivered,PAPER-0179,PAPER,1,9.67,9.67,0,0,US-W,LAX-DC1
CL-1007,ORD-2026-595895-0317,2025-01-11,2025-01-18,UPS,"Los Angeles, CA","Seattle, WA",delivered,CRAYON-0040,CRAYON,3,6.45,19.35,0,0,US-W,LAX-DC1
CL-1025,ORD-2026-568366-0318,2025-06-26,2025-06-27,FedEx,"San Francisco, CA","Salt Lake City, UT",delivered,CRAYON-0056,CRAYON,2,4.29,8.58,0,0,US-W,SFO-DC2
CL-1007,ORD-2026-956019-0319,2025-01-09,2025-01-13,FedEx,"Atlanta, GA","Nashville, TN",delivered,PAINT-0159,PAINT,1,10.91,10.91,0,0,US-E,ATL-DC1
CL-1003,ORD-2026-846734-0320,2025-03-21,2025-03-25,FedEx,"Newark, NJ","Baltimore, MD",delivered,CRAYON-0201,CRAYON,3,8.35,25.05,0,0,US-E,EWR-DC1
CL-1019,ORD-2026-582831-0321,2025-10-07,2025-10-08,LaserShip,"Los Angeles, CA","San Diego, CA",delivered,PAINT-0013,PAINT,2,23.23,46.46,0,0,US-W,LAX-DC1
CL-1005,ORD-2026-778255-0322,2025-03-19,2025-03-22,DHL,"Atlanta, GA","Charlotte, NC",delivered,BRUSH-0066,BRUSH,4,13.16,52.64,0,0,US-E,ATL-DC1
CL-1005,ORD-2026-328656-0323,2025-01-28,2025-02-02,USPS,"San Francisco, CA","Sacramento, CA",delivered,PENCIL-0062,PENCIL,3,7.48,22.44,0,0,US-W,SFO-DC2
CL-1014,ORD-2026-725773-0324,2025-08-11,2025-08-15,DHL,"San Francisco, CA","Denver, CO",delivered,MARKER-0051,MARKER,2,22.36,44.72,0,0,US-W,SFO-DC2
CL-1002,ORD-2026-108980-0325,2025-11-19,,FedEx,"Los Angeles, CA","Phoenix, AZ",in_transit,BOOK-0107,BOOK,1,11.91,11.91,0,0,US-W,LAX-DC1
CL-1001,ORD-2026-776450-0326,2025-01-12,2025-01-18,Royal Mail,"Newark, NJ","New York, NY",exception,MARKER-0056,MARKER,2,16.21,32.42,0,0,US-E,EWR-DC1
CL-1008,ORD-2026-641029-0327,2025-01-01,2025-01-02,UPS,"Newark, NJ","Washington, DC",delivered,BRUSH-0212,BRUSH,2,13.54,27.08,0,0,US-E,EWR-DC1
CL-1004,ORD-2026-212999-0328,2025-07-01,2025-07-05,DPD,"San Francisco, CA","Boise, ID",delivered,PAPER-0091,PAPER,4,13.34,53.36,0,0,US-W,SFO-DC2
CL-1014,ORD-2026-700462-0329,2025-05-06,2025-05-11,UPS,"Atlanta, GA","Richmond, VA",delayed,MARKER-0013,MARKER,3,11.12,33.36,1,14,US-E,ATL-DC1
CL-1001,ORD-2026-680969-0330,2025-08-22,2025-08-31,UPS,"Atlanta, GA","Orlando, FL",delayed,STICKER-0008,STICKER,1,2.56,2.56,0,0,US-E,ATL-DC1
CL-1021,ORD-2026-508798-0331,2025-08-23,2025-08-25,DPD,"San Francisco, CA","Salt Lake City, UT",delivered,PENCIL-0147,PENCIL,4,8.67,34.68,0,0,US-W,SFO-DC2
CL-1004,ORD-2026-144963-0332,2025-05-05,2025-05-13,FedEx,"Dallas, TX","Houston, TX",delivered,STICKER-0092,STICKER,1,4.49,4.49,0,0,US-C,DFW-DC1
CL-1003,ORD-2026-242287-0333,2025-01-07,2025-01-09,DPD,"Newark, NJ","Boston, MA",delivered,BRUSH-0138,BRUSH,4,16.84,67.36,0,0,US-E,EWR-DC1
CL-1019,ORD-2026-773028-0334,2025-03-16,2025-03-23,USPS,"Chicago, IL","Indianapolis, IN",delivered,CRAYON-0086,CRAYON,1,10.8,10.8,0,0,US-C,CHI-DC1
CL-1001,ORD-2026-451260-0335,2025-11-21,2025-11-24,USPS,"Newark, NJ","Philadelphia, PA",delivered,MARKER-0138,MARKER,9,21.44,192.96,0,0,US-E,EWR-DC1
CL-1015,ORD-2026-875677-0336,2025-10-11,2025-10-16,DHL,"Dallas, TX","Houston, TX",delivered,PENCIL-0079,PENCIL,8,2.68,21.44,0,0,US-C,DFW-DC1
CL-1027,ORD-2026-174485-0337,2025-10-08,2025-10-12,USPS,"Los Angeles, CA","San Jose, CA",delayed,BOOK-0094,BOOK,2,13.92,27.84,0,0,US-W,LAX-DC1
CL-1027,ORD-2026-695386-0338,2025-07-30,2025-08-02,UPS,"Atlanta, GA","Richmond, VA",delivered,BOOK-0205,BOOK,2,8.59,17.18,0,0,US-E,ATL-DC1
CL-1018,ORD-2026-481035-0339,2025-02-05,2025-02-07,DPD,"Chicago, IL","Milwaukee, WI",delivered,BOOK-0151,BOOK,1,21.64,21.64,0,0,US-C,CHI-DC1
CL-1012,ORD-2026-132663-0340,2025-10-11,2025-10-13,DHL,"Dallas, TX","San Antonio, TX",delivered,MARKER-0023,MARKER,1,16.19,16.19,0,0,US-C,DFW-DC1
CL-1002,ORD-2026-381432-0341,2025-07-30,2025-08-01,OnTrac,"Dallas, TX","Kansas City, MO",delivered,BRUSH-0139,BRUSH,2,8.95,17.9,0,0,US-C,DFW-DC1
CL-1021,ORD-2026-156168-0342,2025-01-19,2025-01-22,LaserShip,"Newark, NJ","New York, NY",delivered,STICKER-0115,STICKER,2,3.23,6.46,0,0,US-E,EWR-DC1
CL-1008,ORD-2026-970147-0343,2025-03-09,2025-03-13,DPD,"Los Angeles, CA","San Jose, CA",exception,BRUSH-0150,BRUSH,2,15.81,31.62,0,0,US-W,LAX-DC1
CL-1001,ORD-2026-989354-0344,2025-07-28,,LaserShip,"Berlin, DE","Warsaw, PL",in_transit,PENCIL-0160,PENCIL,5,3.5,17.5,0,0,EU,BER-FC1
CL-1021,ORD-2026-779924-0345,2025-03-07,2025-03-13,OnTrac,"Dallas, TX","Oklahoma City, OK",exception,BRUSH-0055,BRUSH,2,12.28,24.56,0,0,US-C,DFW-DC1
CL-1024,ORD-2026-593396-0346,2025-08-10,2025-08-12,OnTrac,"Atlanta, GA","Orlando, FL",delivered,BRUSH-0159,BRUSH,1,16.65,16.65,0,0,US-E,ATL-DC1
CL-1002,ORD-2026-976083-0347,2025-03-13,2025-03-16,UPS,"San Francisco, CA","Denver, CO",delayed,CRAYON-0046,CRAYON,3,8.28,24.84,0,0,US-W,SFO-DC2
CL-1028,ORD-2026-290098-0348,2025-08-03,2025-08-08,FedEx,"Amsterdam, NL","Frankfurt, DE",delayed,CRAYON-0016,CRAYON,3,12.95,38.85,0,0,EU,AMS-FC1
CL-1001,ORD-2026-132678-0349,2025-01-02,2025-01-04,UPS,"Atlanta, GA","Orlando, FL",delivered,PENCIL-0196,PENCIL,2,3.9,7.8,0,0,US-E,ATL-DC1
CL-1019,ORD-2026-441134-0350,2025-01-29,2025-01-31,UPS,"Atlanta, GA","Tampa, FL",delivered,PAPER-0041,PAPER,9,5.85,52.65,0,0,US-E,ATL-DC1
CL-1025,ORD-2026-509134-0351,2025-07-19,,FedEx,"Berlin, DE","Vienna, AT",in_transit,PENCIL-0014,PENCIL,3,6.9,20.7,0,0,EU,BER-FC1
CL-1006,ORD-2026-496236-0352,2025-01-17,2025-01-18,DHL,"Newark, NJ","Baltimore, MD",delivered,CRAYON-0151,CRAYON,8,6.96,55.68,0,0,US-E,EWR-DC1
CL-1012,ORD-2026-291057-0353,2025-03-22,2025-03-25,DHL,"San Francisco, CA","Denver, CO",delivered,PENCIL-0125,PENCIL,12,2.79,33.48,0,0,US-W,SFO-DC2
CL-1016,ORD-2026-610155-0354,2025-05-20,2025-05-23,DHL,"Los Angeles, CA","Phoenix, AZ",delivered,CRAYON-0131,CRAYON,3,4.64,13.92,0,0,US-W,LAX-DC1
CL-1016,ORD-2026-175901-0355,2025-12-28,2025-12-30,DHL,"Los Angeles, CA","San Diego, CA",delivered,BOOK-0123,BOOK,2,23.26,46.52,0,0,US-W,LAX-DC1
CL-1001,ORD-2026-302006-0356,2025-01-16,2025-01-18,DHL,"Newark, NJ","New York, NY",delivered,BRUSH-0028,BRUSH,2,12.22,24.44,0,0,US-E,EWR-DC1
CL-1001,ORD-2026-246218-0357,2025-08-28,2025-09-02,USPS,"San Francisco, CA","Denver, CO",delivered,CRAYON-0110,CRAYON,4,5.87,23.48,0,0,US-W,SFO-DC2
CL-1003,ORD-2026-655170-0358,2025-01-01,2025-01-04,DHL,"Berlin, DE","Munich, DE",delivered,STICKER-0210,STICKER,2,6.24,12.48,0,0,EU,BER-FC1
CL-1025,ORD-2026-676912-0359,2025-07-29,2025-08-02,UPS,"London, UK","Manchester, UK",delivered,BOOK-0006,BOOK,4,16.1,64.4,0,0,UK,LON-FC1
CL-1003,ORD-2026-798235-0360,2025-01-03,2025-01-06,DHL,"Chicago, IL","Detroit, MI",delivered,BOOK-0032,BOOK,2,16.64,33.28,0,0,US-C,CHI-DC1
CL-1021,ORD-2026-936011-0361,2025-09-20,2025-09-23,DHL,"Berlin, DE","Warsaw, PL",delivered,PENCIL-0213,PENCIL,5,8.49,42.45,0,0,EU,BER-FC1
CL-1029,ORD-2026-541244-0362,2025-08-17,2025-08-25,DPD,"Amsterdam, NL","Hamburg, DE",exception,BOOK-0177,BOOK,2,9.12,18.24,0,0,EU,AMS-FC1
CL-1001,ORD-2026-761385-0363,2025-01-11,2025-01-14,OnTrac,"Berlin, DE","Prague, CZ",delivered,STICKER-0089,STICKER,1,5.18,5.18,0,0,EU,BER-FC1
CL-1005,ORD-2026-994942-0364,2025-12-30,2025-12-31,DHL,"San Francisco, CA","Boise, ID",delivered,STICKER-0185,STICKER,5,4.51,22.55,0,0,US-W,SFO-DC2
CL-1010,ORD-2026-772267-0365,2025-10-14,2025-10-17,Royal Mail,"Newark, NJ","Boston, MA",delivered,BRUSH-0218,BRUSH,2,13.64,27.28,0,0,US-E,EWR-DC1
CL-1009,ORD-2026-884314-0366,2025-06-22,2025-06-24,Royal Mail,"San Francisco, CA","Reno, NV",delivered,STICKER-0096,STICKER,4,2.97,11.88,0,0,US-W,SFO-DC2
CL-1012,ORD-2026-611923-0367,2025-03-19,2025-03-23,DPD,"Atlanta, GA","Orlando, FL",delivered,BOOK-0008,BOOK,1,23.68,23.68,0,0,US-E,ATL-DC1
CL-1001,ORD-2026-992406-0368,2025-02-10,2025-02-14,FedEx,"Dallas, TX","Houston, TX",delivered,MARKER-0215,MARKER,1,13.15,13.15,0,0,US-C,DFW-DC1
CL-1004,ORD-2026-325051-0369,2025-03-24,,GLS,"San Francisco, CA","Boise, ID",in_transit,PAINT-0131,PAINT,2,15.06,30.12,0,0,US-W,SFO-DC2
CL-1028,ORD-2026-714562-0370,2025-12-19,2025-12-22,USPS,"London, UK","Edinburgh, UK",delivered,PAINT-0082,PAINT,3,17.25,51.75,0,0,UK,LON-FC1
CL-1002,ORD-2026-161491-0371,2025-07-15,2025-07-19,DHL,"Newark, NJ","Boston, MA",delivered,BOOK-0060,BOOK,1,12.79,12.79,0,0,US-E,EWR-DC1
CL-1021,ORD-2026-595846-0372,2025-04-10,2025-04-14,FedEx,"Amsterdam, NL","Paris, FR",delivered,PAPER-0132,PAPER,2,16.88,33.76,0,0,EU,AMS-FC1
CL-1019,ORD-2026-579811-0373,2025-07-20,2025-07-25,USPS,"Los Angeles, CA","San Jose, CA",delivered,CRAYON-0157,CRAYON,3,4.61,13.83,0,0,US-W,LAX-DC1
CL-1002,ORD-2026-243302-0374,2025-03-28,2025-03-31,FedEx,"Amsterdam, NL","Paris, FR",delivered,BRUSH-0093,BRUSH,2,16.64,33.28,0,0,EU,AMS-FC1
CL-1003,ORD-2026-790480-0375,2025-02-27,2025-02-28,DHL,"San Francisco, CA","Boise, ID",delivered,STICKER-0184,STICKER,1,4.2,4.2,0,0,US-W,SFO-DC2
CL-1002,ORD-2026-332060-0376,2025-01-10,2025-01-15,UPS,"Los Angeles, CA","San Jose, CA",delivered,CRAYON-0057,CRAYON,1,11.94,11.94,0,0,US-W,LAX-DC1
CL-1003,ORD-2026-949018-0377,2025-07-19,2025-07-24,USPS,"Amsterdam, NL","Brussels, BE",delivered,STICKER-0139,STICKER,4,2.97,11.88,0,0,EU,AMS-FC1
CL-1028,ORD-2026-214632-0378,2025-03-13,,UPS,"Los Angeles, CA","San Jose, CA",in_transit,PAINT-0027,PAINT,1,29.97,29.97,0,0,US-W,LAX-DC1
CL-1005,ORD-2026-829639-0379,2025-12-06,2025-12-09,DPD,"Berlin, DE","Munich, DE",delivered,STICKER-0146,STICKER,7,6.26,43.82,0,0,EU,BER-FC1
CL-1007,ORD-2026-166796-0380,2025-01-08,2025-01-10,UPS,"Newark, NJ","Baltimore, MD",delivered,CRAYON-0194,CRAYON,1,11.71,11.71,0,0,US-E,EWR-DC1
CL-1005,ORD-2026-359974-0381,2025-02-22,2025-02-24,FedEx,"Atlanta, GA","Orlando, FL",delivered,PAPER-0138,PAPER,3,11.26,33.78,0,0,US-E,ATL-DC1
CL-1006,ORD-2026-719664-0382,2025-06-07,2025-06-12,FedEx,"Dallas, TX","Oklahoma City, OK",delivered,CRAYON-0146,CRAYON,11,6.12,67.32,0,0,US-C,DFW-DC1
CL-1005,ORD-2026-744767-0383,2025-05-23,2025-05-26,UPS,"San Francisco, CA","Sacramento, CA",delivered,BOOK-0172,BOOK,7,20.91,146.37,0,0,US-W,SFO-DC2
CL-1007,ORD-2026-403541-0384,2025-03-19,2025-03-20,FedEx,"Atlanta, GA","Tampa, FL",delivered,BOOK-0070,BOOK,2,15.83,31.66,0,0,US-E,ATL-DC1
CL-1007,ORD-2026-178374-0385,2025-02-16,2025-02-23,USPS,"Newark, NJ","Philadelphia, PA",delayed,CRAYON-0164,CRAYON,3,5.56,16.68,0,0,US-E,EWR-DC1
CL-1021,ORD-2026-501844-0386,2025-01-12,2025-01-15,FedEx,"Dallas, TX","Kansas City, MO",delivered,PAPER-0085,PAPER,6,7,42,0,0,US-C,DFW-DC1
CL-1007,ORD-2026-622532-0387,2025-01-19,2025-01-24,Royal Mail,"Amsterdam, NL","Hamburg, DE",delivered,PENCIL-0011,PENCIL,4,5.43,21.72,0,0,EU,AMS-FC1
CL-1003,ORD-2026-345275-0388,2025-04-20,2025-04-26,DHL,"Los Angeles, CA","Portland, OR",delivered,CRAYON-0052,CRAYON,4,7.43,29.72,0,0,US-W,LAX-DC1
CL-1024,ORD-2026-647036-0389,2025-01-31,2025-02-07,DHL,"Newark, NJ","Boston, MA",exception,CRAYON-0161,CRAYON,1,7.5,7.5,0,0,US-E,EWR-DC1
CL-1029,ORD-2026-687516-0390,2025-01-15,2025-01-20,USPS,"Dallas, TX","San Antonio, TX",delivered,PENCIL-0134,PENCIL,4,8.25,33,1,11,US-C,DFW-DC1
CL-1002,ORD-2026-352822-0391,2025-01-03,2025-01-08,FedEx,"Chicago, IL","Detroit, MI",delivered,PAINT-0168,PAINT,1,12.68,12.68,0,0,US-C,CHI-DC1
CL-1001,ORD-2026-513555-0392,2025-08-28,2025-08-30,LaserShip,"Atlanta, GA","Tampa, FL",delivered,PAINT-0150,PAINT,1,15.37,15.37,0,0,US-E,ATL-DC1
CL-1004,ORD-2026-249813-0393,2025-01-03,2025-01-04,OnTrac,"Newark, NJ","New York, NY",delivered,PAINT-0086,PAINT,2,24.33,48.66,0,0,US-E,EWR-DC1
CL-1004,ORD-2026-106448-0394,2025-02-08,2025-02-10,FedEx,"Los Angeles, CA","San Jose, CA",delivered,PAINT-0126,PAINT,2,19.46,38.92,0,0,US-W,LAX-DC1
CL-1002,ORD-2026-398570-0395,2025-05-16,2025-05-22,FedEx,"Dallas, TX","St. Louis, MO",delayed,MARKER-0105,MARKER,2,21.42,42.84,0,0,US-C,DFW-DC1
CL-1005,ORD-2026-180632-0396,2025-05-22,2025-05-30,UPS,"London, UK","Manchester, UK",delayed,MARKER-0174,MARKER,1,10.68,10.68,0,0,UK,LON-FC1
CL-1028,ORD-2026-697765-0397,2025-03-20,2025-03-25,DHL,"Newark, NJ","Baltimore, MD",delivered,PAINT-0197,PAINT,1,25.13,25.13,0,0,US-E,EWR-DC1
CL-1002,ORD-2026-891142-0398,2025-03-23,2025-03-25,OnTrac,"Berlin, DE","Zurich, CH",delivered,CRAYON-0181,CRAYON,6,9.02,54.12,0,0,EU,BER-FC1
CL-1003,ORD-2026-412625-0399,2025-12-17,2025-12-20,UPS,"Atlanta, GA","Tampa, FL",delivered,PAPER-0063,PAPER,5,5.3,26.5,0,0,US-E,ATL-DC1
CL-1023,ORD-2026-304424-0400,2025-02-16,2025-02-19,LaserShip,"Los Angeles, CA","Phoenix, AZ",delivered,PAPER-0155,PAPER,4,7.55,30.2,0,0,US-W,LAX-DC1
